user_id,age,gender,city,income_level,device_type,remittance_receiver,preferred_category,signup_date,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,top_category,wishlist_rate,category_diversity,avg_shop_hour,is_festival_shopper,gender_enc,income_enc,device_enc,remittance_enc,festival_enc
1832,24,Female,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2023-09-23,213.0,2,12916.0,3.0,1.0,1.0,5.0,At Risk,Beauty & Personal Care,0.09090909090909091,6,12.242424242424242,False,1,0,0,0,0
1833,21,Male,Kathmandu,Medium,Desktop,False,Phone Accessories,2023-04-08,217.0,3,37910.0,3.0,1.0,1.0,5.0,At Risk,Phone Accessories,0.15,6,10.55,True,0,1,1,0,1
1834,23,Female,Chitwan,High,Mobile,False,Phone Accessories,2023-12-06,140.0,2,7437.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.02857142857142857,6,11.228571428571428,True,1,2,0,0,1
1835,25,Male,Kathmandu,Low,Mobile,False,Phone Accessories,2022-04-24,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.07142857142857142,4,9.0,True,0,0,0,0,1
1836,20,Female,Lalitpur,Medium,Mobile,False,Electronics,2022-04-04,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.0625,5,15.375,True,1,1,0,0,1
1837,18,Male,Chitwan,Low,Mobile,False,Home & Kitchen,2022-09-03,61.0,3,43903.0,5.0,1.0,1.0,7.0,Potential,Sports & Fitness,0.0,6,9.95,True,0,0,0,0,1
1838,23,Male,Biratnagar,High,Mobile,False,Fashion,2023-11-14,67.0,4,35254.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.2727272727272727,6,11.212121212121213,True,0,2,0,0,1
1839,27,Female,Lalitpur,Medium,Mobile,False,Phone Accessories,2023-10-08,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.2608695652173913,6,11.478260869565217,True,1,1,0,0,1
1840,19,Female,Kathmandu,High,Mobile,True,Phone Accessories,2024-01-23,9.0,8,51077.0,5.0,2.0,1.0,8.0,Potential,Phone Accessories,0.13846153846153847,6,11.323076923076924,True,1,2,0,1,1
1841,22,Male,Lalitpur,Low,Mobile,False,Phone Accessories,2023-12-23,204.0,2,18572.0,3.0,1.0,1.0,5.0,At Risk,Home & Kitchen,0.08695652173913043,6,10.456521739130435,True,0,0,0,0,1
1842,26,Male,Birgunj,Medium,Mobile,False,Electronics,2022-11-13,23.0,7,52304.0,5.0,2.0,1.0,8.0,Potential,Electronics,0.10843373493975904,6,11.759036144578314,True,0,1,0,0,1
1843,24,Male,Pokhara,High,Tablet,False,Beauty & Personal Care,2023-06-13,5.0,10,158573.0,5.0,2.0,2.0,9.0,Loyal,Beauty & Personal Care,0.19285714285714287,6,12.05,True,0,2,2,0,1
1844,23,Male,Kathmandu,Medium,Mobile,False,Fashion,2022-08-12,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.07692307692307693,6,14.23076923076923,False,0,1,0,0,0
1845,19,Female,Kathmandu,Low,Mobile,True,Home & Kitchen,2023-05-01,155.0,2,15467.0,3.0,1.0,1.0,5.0,At Risk,Home & Kitchen,0.04878048780487805,6,10.682926829268293,False,1,0,0,1,0
1846,25,Male,Kathmandu,Medium,Mobile,True,Electronics,2023-05-12,49.0,10,132709.0,5.0,2.0,2.0,9.0,Loyal,Home & Kitchen,0.0898876404494382,6,11.314606741573034,True,0,1,0,1,1
1847,22,Male,Lalitpur,Medium,Desktop,True,Home & Kitchen,2023-06-21,141.0,1,17477.0,4.0,1.0,1.0,6.0,Potential,Home & Kitchen,0.0,4,9.0,True,0,1,1,1,1
1848,18,Male,Kathmandu,Low,Mobile,False,Fashion,2023-09-12,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.0,5,11.833333333333334,True,0,0,0,0,1
1849,25,Female,Kathmandu,Medium,Mobile,False,Beauty & Personal Care,2022-07-23,293.0,2,5462.0,2.0,1.0,1.0,4.0,At Risk,Beauty & Personal Care,0.16129032258064516,6,9.129032258064516,True,1,1,0,0,1
1850,25,Male,Butwal,Low,Mobile,True,Sports & Fitness,2023-07-30,343.0,1,8000.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.052083333333333336,6,11.645833333333334,True,0,0,0,1,1
1851,24,Male,Chitwan,Low,Desktop,False,Fashion,2024-03-10,43.0,2,14530.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.06666666666666667,6,10.777777777777779,True,0,0,1,0,1
1852,18,Male,Biratnagar,High,Mobile,True,Home & Kitchen,2024-05-22,2.0,21,242632.0,5.0,4.0,3.0,12.0,Champions,Home & Kitchen,0.14204545454545456,6,10.943181818181818,True,0,2,0,1,1
1853,28,Female,Kathmandu,Medium,Mobile,False,Fashion,2022-06-14,112.0,5,41952.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.09259259259259259,6,12.074074074074074,True,1,1,0,0,1
1854,18,Male,Birgunj,Low,Mobile,False,Electronics,2023-05-11,174.0,3,15574.0,3.0,1.0,1.0,5.0,At Risk,Electronics,0.078125,6,11.234375,True,0,0,0,0,1
1855,28,Female,Pokhara,Medium,Desktop,True,Fashion,2023-01-11,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.0,5,9.307692307692308,True,1,1,1,1,1
1856,21,Male,Pokhara,Low,Mobile,False,Electronics,2023-12-26,224.0,6,47247.0,2.0,2.0,1.0,5.0,At Risk,Fashion,0.05426356589147287,6,10.69767441860465,True,0,0,0,0,1
1857,24,Male,Birgunj,Medium,Mobile,False,Electronics,2022-07-10,129.0,9,129526.0,4.0,2.0,2.0,8.0,Potential,Fashion,0.06741573033707865,6,11.561797752808989,True,0,1,0,0,1
1858,21,Female,Hetauda,Medium,Mobile,True,Fashion,2023-02-20,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.03225806451612903,6,11.67741935483871,False,1,1,0,1,0
1859,23,Male,Lalitpur,Medium,Mobile,False,Electronics,2023-11-30,272.0,3,34899.0,2.0,1.0,1.0,4.0,At Risk,Phone Accessories,0.12,5,11.84,False,0,1,0,0,0
1860,24,Male,Biratnagar,Low,Mobile,True,Electronics,2023-01-21,103.0,8,60498.0,4.0,2.0,1.0,7.0,Potential,Fashion,0.15555555555555556,6,12.044444444444444,True,0,0,0,1,1
1861,28,Male,Pokhara,Medium,Desktop,False,Beauty & Personal Care,2022-08-07,308.0,1,17342.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.0,4,14.714285714285714,True,0,1,1,0,1
1862,24,Male,Bhaktapur,Medium,Desktop,True,Fashion,2022-05-31,19.0,4,44376.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.13157894736842105,6,12.131578947368421,True,0,1,1,1,1
1863,18,Male,Birgunj,Medium,Desktop,False,Electronics,2022-03-20,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.0625,5,14.3125,False,0,1,1,0,0
1864,22,Female,Kathmandu,High,Mobile,False,Fashion,2023-03-27,209.0,3,14786.0,3.0,1.0,1.0,5.0,At Risk,Fashion,0.0975609756097561,6,10.292682926829269,True,1,2,0,0,1
1865,18,Male,Butwal,Medium,Mobile,False,Home & Kitchen,2023-08-20,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.10810810810810811,6,11.567567567567568,False,0,1,0,0,0
1866,23,Male,Dharan,Low,Mobile,False,Phone Accessories,2023-10-12,162.0,3,115340.0,3.0,1.0,1.0,5.0,At Risk,Phone Accessories,0.125,6,10.5,True,0,0,0,0,1
1867,25,Female,Kathmandu,Medium,Mobile,True,Beauty & Personal Care,2023-01-21,54.0,2,10886.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.12,6,11.24,True,1,1,0,1,1
1868,18,Male,Bhaktapur,Low,Mobile,False,Phone Accessories,2022-09-06,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.05714285714285714,6,11.657142857142857,True,0,0,0,0,1
1869,18,Male,Lalitpur,High,Desktop,True,Electronics,2023-05-24,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.1935483870967742,6,11.290322580645162,True,0,2,1,1,1
1870,18,Female,Bhaktapur,Medium,Desktop,False,Fashion,2023-05-01,45.0,2,16479.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.08823529411764706,6,9.0,True,1,1,1,0,1
1871,24,Male,Kathmandu,Low,Desktop,False,Electronics,2022-10-22,73.0,3,45368.0,5.0,1.0,1.0,7.0,Potential,Electronics,0.08928571428571429,6,11.571428571428571,True,0,0,1,0,1
1872,24,Female,Kathmandu,Low,Mobile,True,Fashion,2022-09-05,32.0,2,29638.0,5.0,1.0,1.0,7.0,Potential,Sports & Fitness,0.08695652173913043,6,9.173913043478262,True,1,0,0,1,1
1873,18,Female,Kathmandu,Low,Desktop,True,Electronics,2024-02-14,307.0,2,32650.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.0,5,9.1,False,1,0,1,1,0
1874,20,Male,Bhaktapur,Low,Mobile,False,Phone Accessories,2024-03-10,52.0,4,9109.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.06060606060606061,6,9.787878787878787,True,0,0,0,0,1
1875,22,Female,Dharan,Low,Mobile,False,Beauty & Personal Care,2023-12-27,66.0,2,29880.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.027777777777777776,6,12.277777777777779,True,1,0,0,0,1
1876,18,Male,Lalitpur,Low,Mobile,False,Electronics,2024-02-14,248.0,1,2907.0,2.0,1.0,1.0,4.0,At Risk,Electronics,0.0625,5,13.3125,False,0,0,0,0,0
1877,25,Male,Lalitpur,Medium,Mobile,False,Sports & Fitness,2023-04-25,86.0,1,42521.0,4.0,1.0,1.0,6.0,Potential,Sports & Fitness,0.09615384615384616,6,11.76923076923077,True,0,1,0,0,1
1878,27,Male,Kathmandu,Low,Mobile,False,Home & Kitchen,2024-02-12,154.0,2,19645.0,3.0,1.0,1.0,5.0,At Risk,Home & Kitchen,0.07142857142857142,6,10.714285714285714,True,0,0,0,0,1
1879,22,Female,Biratnagar,Medium,Mobile,False,Phone Accessories,2022-02-06,198.0,3,28138.0,3.0,1.0,1.0,5.0,At Risk,Home & Kitchen,0.0,6,11.722222222222221,False,1,1,0,0,0
1880,29,Female,Pokhara,Medium,Mobile,False,Beauty & Personal Care,2022-05-20,213.0,1,18371.0,3.0,1.0,1.0,5.0,At Risk,Fashion,0.2,6,9.95,True,1,1,0,0,1
1881,18,Male,Bhaktapur,Medium,Tablet,False,Fashion,2023-09-03,230.0,2,31843.0,2.0,1.0,1.0,4.0,At Risk,Fashion,0.13333333333333333,5,12.6,False,0,1,2,0,0
1882,22,Male,Kathmandu,Medium,Mobile,False,Beauty & Personal Care,2024-02-25,21.0,2,26184.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.14814814814814814,6,13.518518518518519,True,0,1,0,0,1
1883,27,Male,Kathmandu,High,Desktop,True,Electronics,2023-12-12,107.0,2,5345.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.1,5,9.2,False,0,2,1,1,0
1884,23,Male,Kathmandu,High,Mobile,False,Home & Kitchen,2023-01-09,117.0,2,40000.0,4.0,1.0,1.0,6.0,Potential,Home & Kitchen,0.2,6,11.971428571428572,False,0,2,0,0,0
1885,18,Female,Birgunj,Medium,Mobile,False,Electronics,2022-12-01,341.0,1,2899.0,1.0,1.0,1.0,3.0,At Risk,Beauty & Personal Care,0.0,3,11.75,False,1,1,0,0,0
1886,22,Female,Hetauda,Low,Desktop,False,Electronics,2023-07-03,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.0,5,14.133333333333333,False,1,0,1,0,0
1887,21,Female,Kathmandu,High,Mobile,True,Electronics,2022-03-17,280.0,1,36776.0,2.0,1.0,1.0,4.0,At Risk,Electronics,0.23333333333333334,6,11.666666666666666,True,1,2,0,1,1
1888,25,Female,Biratnagar,Medium,Mobile,False,Electronics,2022-03-20,178.0,1,11684.0,3.0,1.0,1.0,5.0,At Risk,Electronics,0.1,6,12.075,True,1,1,0,0,1
1889,18,Female,Butwal,Medium,Mobile,False,Electronics,2023-03-14,164.0,1,6000.0,3.0,1.0,1.0,5.0,At Risk,Phone Accessories,0.14285714285714285,3,13.142857142857142,False,1,1,0,0,0
1890,25,Male,Kathmandu,Medium,Desktop,False,Electronics,2024-02-08,63.0,8,61995.0,5.0,2.0,1.0,8.0,Potential,Fashion,0.11666666666666667,6,11.6,True,0,1,1,0,1
1891,29,Male,Kathmandu,High,Tablet,False,Home & Kitchen,2024-01-02,126.0,3,107643.0,4.0,1.0,1.0,6.0,Potential,Home & Kitchen,0.1702127659574468,6,11.404255319148936,True,0,2,2,0,1
1892,23,Male,Kathmandu,Low,Mobile,False,Beauty & Personal Care,2023-03-20,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Beauty & Personal Care,0.15555555555555556,6,11.022222222222222,True,0,0,0,0,1
1893,21,Female,Birgunj,Low,Desktop,True,Electronics,2024-04-13,6.0,4,55018.0,5.0,1.0,1.0,7.0,Potential,Electronics,0.055944055944055944,6,12.055944055944057,True,1,0,1,1,1
1894,26,Female,Pokhara,Low,Mobile,False,Beauty & Personal Care,2022-01-13,52.0,2,110107.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.029411764705882353,6,11.676470588235293,True,1,0,0,0,1
1895,20,Male,Kathmandu,Low,Mobile,True,Phone Accessories,2022-06-16,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.0,6,11.461538461538462,False,0,0,0,1,0
1896,26,Male,Birgunj,Low,Mobile,True,Phone Accessories,2023-11-01,352.0,1,43410.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.02631578947368421,6,12.657894736842104,True,0,0,0,1,1
1897,23,Male,Pokhara,Medium,Mobile,False,Home & Kitchen,2022-07-28,5.0,4,29389.0,5.0,1.0,1.0,7.0,Potential,Home & Kitchen,0.11627906976744186,6,11.604651162790697,True,0,1,0,0,1
1898,29,Female,Butwal,High,Desktop,False,Phone Accessories,2023-02-15,309.0,1,4978.0,1.0,1.0,1.0,3.0,At Risk,Beauty & Personal Care,0.16,6,13.68,True,1,2,1,0,1
1899,26,Other,Kathmandu,Low,Mobile,True,Electronics,2023-07-23,94.0,3,91527.0,4.0,1.0,1.0,6.0,Potential,Electronics,0.038461538461538464,6,11.85897435897436,True,2,0,0,1,1
1900,27,Female,Kathmandu,Medium,Mobile,True,Fashion,2023-09-19,141.0,2,14076.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.125,5,14.375,True,1,1,0,1,1
1901,28,Female,Birgunj,High,Mobile,False,Beauty & Personal Care,2023-07-23,217.0,2,8939.0,3.0,1.0,1.0,5.0,At Risk,Beauty & Personal Care,0.0,5,12.692307692307692,True,1,2,0,0,1
1902,26,Female,Kathmandu,High,Mobile,False,Electronics,2022-03-12,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.125,6,10.5625,True,1,2,0,0,1
1903,18,Male,Kathmandu,Medium,Mobile,False,Electronics,2023-09-15,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.2222222222222222,6,13.88888888888889,False,0,1,0,0,0
1904,21,Female,Kathmandu,Low,Mobile,False,Electronics,2022-03-21,14.0,2,5654.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.13043478260869565,6,13.08695652173913,False,1,0,0,0,0
1905,22,Female,Lalitpur,Medium,Mobile,False,Electronics,2024-05-22,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.0,4,11.090909090909092,True,1,1,0,0,1
1906,21,Male,Lalitpur,Low,Mobile,False,Sports & Fitness,2022-10-30,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.045454545454545456,5,11.863636363636363,True,0,0,0,0,1
1907,29,Female,Birgunj,Medium,Mobile,True,Phone Accessories,2023-07-18,102.0,2,5305.0,4.0,1.0,1.0,6.0,Potential,Phone Accessories,0.07352941176470588,6,11.529411764705882,True,1,1,0,1,1
1908,19,Male,Kathmandu,Medium,Mobile,False,Fashion,2024-05-09,31.0,1,2019.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.0,4,8.875,False,0,1,0,0,0
1909,19,Male,Pokhara,High,Mobile,False,Home & Kitchen,2023-03-25,261.0,1,17889.0,2.0,1.0,1.0,4.0,At Risk,Home & Kitchen,0.125,6,10.4375,True,0,2,0,0,1
1910,24,Male,Dharan,Medium,Mobile,False,Fashion,2022-04-25,1.0,29,395960.0,5.0,5.0,4.0,14.0,Champions,Fashion,0.14333333333333334,6,11.21,True,0,1,0,0,1
1911,26,Female,Pokhara,Medium,Mobile,False,Phone Accessories,2023-08-24,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Phone Accessories,0.2,4,8.8,True,1,1,0,0,1
1912,22,Female,Kathmandu,Medium,Desktop,False,Electronics,2024-02-23,81.0,1,4862.0,4.0,1.0,1.0,6.0,Potential,Electronics,0.18181818181818182,6,12.090909090909092,True,1,1,1,0,1
1913,18,Female,Chitwan,Medium,Mobile,False,Electronics,2023-12-01,251.0,1,10841.0,2.0,1.0,1.0,4.0,At Risk,Fashion,0.08333333333333333,5,13.333333333333334,False,1,1,0,0,0
1914,24,Male,Dharan,Medium,Mobile,True,Beauty & Personal Care,2024-05-04,119.0,2,14315.0,4.0,1.0,1.0,6.0,Potential,Beauty & Personal Care,0.10416666666666667,6,12.0625,True,0,1,0,1,1
1915,26,Male,Chitwan,Medium,Mobile,False,Electronics,2023-03-11,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.2,2,12.8,False,0,1,0,0,0
1916,25,Female,Kathmandu,Low,Desktop,False,Beauty & Personal Care,2022-07-04,57.0,3,85571.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.07142857142857142,6,12.333333333333334,True,1,0,1,0,1
1917,18,Female,Kathmandu,High,Mobile,False,Electronics,2022-07-19,100.0,1,14670.0,4.0,1.0,1.0,6.0,Potential,Sports & Fitness,0.21428571428571427,6,12.642857142857142,True,1,2,0,0,1
1918,25,Female,Dharan,Medium,Mobile,False,Beauty & Personal Care,2022-05-31,9.0,4,48342.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.05172413793103448,6,10.586206896551724,True,1,1,0,0,1
1919,23,Male,Kathmandu,Low,Mobile,False,Electronics,2023-09-04,14.0,12,421620.0,5.0,3.0,4.0,12.0,Champions,Electronics,0.05652173913043478,6,11.795652173913043,True,0,0,0,0,1
1920,26,Male,Kathmandu,Medium,Mobile,False,Home & Kitchen,2023-08-03,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.0,6,13.285714285714286,True,0,1,0,0,1
1921,19,Female,Butwal,Medium,Desktop,True,Electronics,2023-06-11,4.0,6,43818.0,5.0,2.0,1.0,8.0,Potential,Electronics,0.10714285714285714,6,10.482142857142858,True,1,1,1,1,1
1922,25,Male,Kathmandu,Low,Desktop,True,Fashion,2024-05-16,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.05555555555555555,6,10.61111111111111,True,0,0,1,1,1
1923,27,Other,Biratnagar,High,Desktop,False,Beauty & Personal Care,2023-07-22,63.0,3,56045.0,5.0,1.0,1.0,7.0,Potential,Sports & Fitness,0.09210526315789473,6,12.276315789473685,True,2,2,1,0,1
1924,24,Male,Lalitpur,Medium,Mobile,True,Phone Accessories,2022-08-13,141.0,1,11139.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.0,6,12.142857142857142,True,0,1,0,1,1
1925,26,Female,Chitwan,Medium,Mobile,True,Phone Accessories,2022-11-06,84.0,1,84886.0,4.0,1.0,1.0,6.0,Potential,Electronics,0.0,4,7.2,True,1,1,0,1,1
1926,27,Female,Dharan,Medium,Mobile,False,Fashion,2024-03-01,169.0,2,20485.0,3.0,1.0,1.0,5.0,At Risk,Fashion,0.1,6,9.8,False,1,1,0,0,0
1927,20,Female,Lalitpur,Low,Mobile,True,Electronics,2023-09-16,38.0,2,66738.0,5.0,1.0,1.0,7.0,Potential,Electronics,0.08695652173913043,6,12.869565217391305,True,1,0,0,1,1
1928,20,Male,Pokhara,Low,Mobile,False,Fashion,2024-02-16,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.16666666666666666,6,11.25,True,0,0,0,0,1
1929,23,Male,Biratnagar,Low,Mobile,False,Phone Accessories,2022-03-04,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.13043478260869565,6,10.826086956521738,True,0,0,0,0,1
1930,27,Female,Dharan,Low,Mobile,False,Sports & Fitness,2022-03-12,127.0,2,14362.0,4.0,1.0,1.0,6.0,Potential,Sports & Fitness,0.0,6,12.137931034482758,True,1,0,0,0,1
1931,26,Male,Kathmandu,High,Mobile,False,Electronics,2022-03-02,83.0,2,20636.0,4.0,1.0,1.0,6.0,Potential,Home & Kitchen,0.1875,6,12.125,True,0,2,0,0,1
1932,21,Female,Kathmandu,Low,Mobile,False,Fashion,2022-08-01,8.0,6,34203.0,5.0,2.0,1.0,8.0,Potential,Fashion,0.029411764705882353,6,10.970588235294118,True,1,0,0,0,1
1933,28,Female,Kathmandu,Medium,Desktop,False,Fashion,2023-06-02,9.0,1,10436.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.03125,6,13.59375,True,1,1,1,0,1
1934,22,Male,Kathmandu,Low,Mobile,False,Electronics,2024-01-06,30.0,4,16994.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.012987012987012988,6,10.2987012987013,True,0,0,0,0,1
1935,22,Male,Kathmandu,High,Mobile,False,Fashion,2024-03-17,60.0,7,31283.0,5.0,2.0,1.0,8.0,Potential,Fashion,0.14516129032258066,6,11.112903225806452,True,0,2,0,0,1
1936,20,Female,Pokhara,Low,Desktop,False,Beauty & Personal Care,2023-12-11,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Beauty & Personal Care,0.09090909090909091,4,9.545454545454545,True,1,0,1,0,1
1937,24,Female,Chitwan,Medium,Mobile,False,Home & Kitchen,2022-08-20,193.0,3,188685.0,3.0,1.0,2.0,6.0,Potential,Home & Kitchen,0.1590909090909091,6,12.204545454545455,True,1,1,0,0,1
1938,23,Female,Kathmandu,Medium,Mobile,False,Fashion,2024-03-11,139.0,4,32586.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.11538461538461539,6,10.628205128205128,True,1,1,0,0,1
1939,25,Male,Pokhara,Medium,Mobile,False,Phone Accessories,2022-08-06,3.0,4,127796.0,5.0,1.0,2.0,8.0,Potential,Phone Accessories,0.09230769230769231,6,12.76923076923077,True,0,1,0,0,1
1940,23,Male,Butwal,High,Mobile,True,Phone Accessories,2023-05-25,39.0,4,18211.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.2033898305084746,6,9.966101694915254,True,0,2,0,1,1
1941,21,Male,Bhaktapur,High,Mobile,False,Sports & Fitness,2023-05-10,201.0,1,6889.0,3.0,1.0,1.0,5.0,At Risk,Fashion,0.2,4,15.4,False,0,2,0,0,0
1942,27,Female,Biratnagar,Medium,Tablet,False,Home & Kitchen,2022-09-10,105.0,2,64805.0,4.0,1.0,1.0,6.0,Potential,Home & Kitchen,0.047619047619047616,6,13.238095238095237,False,1,1,2,0,0
1943,27,Male,Kathmandu,Medium,Mobile,False,Electronics,2023-09-03,97.0,2,67857.0,4.0,1.0,1.0,6.0,Potential,Electronics,0.17142857142857143,6,12.942857142857143,True,0,1,0,0,1
1944,27,Female,Kathmandu,Medium,Mobile,True,Phone Accessories,2023-04-10,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Fashion,0.05263157894736842,6,11.947368421052632,True,1,1,0,1,1
1945,20,Male,Kathmandu,High,Mobile,False,Fashion,2023-06-07,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Sports & Fitness,0.2857142857142857,5,11.357142857142858,False,0,2,0,0,0
1946,19,Female,Lalitpur,Medium,Mobile,False,Electronics,2024-02-28,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Electronics,0.0,6,10.105263157894736,True,1,1,0,0,1
1947,19,Male,Lalitpur,Medium,Mobile,False,Fashion,2024-03-02,46.0,1,30000.0,5.0,1.0,1.0,7.0,Potential,Fashion,0.08333333333333333,6,8.875,False,0,1,0,0,0
1948,27,Male,Kathmandu,Medium,Mobile,False,Beauty & Personal Care,2024-04-06,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Beauty & Personal Care,0.2222222222222222,6,15.0,False,0,1,0,0,0
1949,18,Male,Pokhara,Medium,Mobile,True,Electronics,2024-01-31,10.0,3,135663.0,5.0,1.0,2.0,8.0,Potential,Fashion,0.1111111111111111,5,11.555555555555555,True,0,1,0,1,1
1950,30,Female,Dharan,Medium,Mobile,False,Beauty & Personal Care,2024-05-24,52.0,3,23299.0,5.0,1.0,1.0,7.0,Potential,Beauty & Personal Care,0.10294117647058823,6,12.161764705882353,True,1,1,0,0,1
1951,24,Female,Kathmandu,Low,Mobile,False,Electronics,2023-04-11,366.0,0,0.0,1.0,1.0,1.0,3.0,At Risk,Home & Kitchen,0.16666666666666666,5,10.333333333333334,True,1,0,0,0,1
1952,27,Male,Bhaktapur,Low,Desktop,True,Fashion,2024-01-08,76.0,7,102656.0,4.0,2.0,1.0,7.0,Potential,Fashion,0.07792207792207792,6,11.398268398268398,True,0,0,1,1,1
1953,27,Female,Dharan,Low,Mobile,True,Fashion,2022-01-26,234.0,4,18089.0,2.0,1.0,1.0,4.0,At Risk,Fashion,0.05333333333333334,6,10.986666666666666,True,1,0,0,1,1
1954,25,Male,Kathmandu,High,Mobile,False,Fashion,2023-07-27,56.0,3,10503.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.1,5,11.2,True,0,2,0,0,1
1955,25,Male,Pokhara,Medium,Mobile,False,Home & Kitchen,2023-05-30,1.0,3,41846.0,5.0,1.0,1.0,7.0,Potential,Home & Kitchen,0.13513513513513514,6,11.513513513513514,True,0,1,0,0,1
1956,23,Male,Kathmandu,Low,Desktop,False,Phone Accessories,2022-06-20,62.0,1,7807.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.047619047619047616,6,10.857142857142858,True,0,0,1,0,1
1957,27,Female,Butwal,Medium,Mobile,False,Home & Kitchen,2023-10-10,185.0,4,61222.0,3.0,1.0,1.0,5.0,At Risk,Home & Kitchen,0.06329113924050633,6,11.746835443037975,True,1,1,0,0,1
1958,23,Female,Kathmandu,Low,Tablet,True,Home & Kitchen,2023-04-23,76.0,3,21899.0,4.0,1.0,1.0,6.0,Potential,Fashion,0.06,6,11.9,False,1,0,2,1,0
1959,20,Male,Kathmandu,Low,Mobile,False,Sports & Fitness,2022-02-11,74.0,2,17949.0,5.0,1.0,1.0,7.0,Potential,Sports & Fitness,0.04838709677419355,6,11.838709677419354,True,0,0,0,0,1
1960,23,Male,Bhaktapur,Medium,Mobile,False,Electronics,2024-01-08,14.0,2,152914.0,5.0,1.0,2.0,8.0,Potential,Electronics,0.07894736842105263,6,11.342105263157896,True,0,1,0,0,1
1961,25,Male,Dharan,High,Tablet,False,Fashion,2023-02-17,3.0,2,7171.0,5.0,1.0,1.0,7.0,Potential,Phone Accessories,0.21428571428571427,6,10.071428571428571,True,0,2,2,0,1
