product_id,product_name,category,subcategory,brand,price_npr,rating,review_count,festival_relevance,in_stock,price_tier,popularity_count,view,wishlist,purchase,conversion_rate,category_enc,price_tier_enc,festival_enc
185,Xiaomi Smartphones #185,Electronics,Smartphones,Xiaomi,107805,4.6,34,Dashain,True,Luxury,305,306,8,2,0.006514657980456026,2,3,1
186,Ugreen Cases #186,Phone Accessories,Cases,Ugreen,3128,4.5,27,Dashain,True,Mid,384,322,54,21,0.06501547987616099,3,1,1
187,Loreal Perfume #187,Beauty & Personal Care,Perfume,Loreal,3321,5.0,20,Tihar,True,Mid,472,405,48,39,0.0960591133004926,0,1,2
188,Belkin Chargers #188,Phone Accessories,Chargers,Belkin,1132,4.2,38,Dashain,True,Mid,381,324,40,29,0.08923076923076922,3,1,1
189,Belkin Stands #189,Phone Accessories,Stands,Belkin,3035,4.6,63,Dashain,True,Mid,411,342,55,30,0.08746355685131195,3,1,1
190,Garnier Men's Grooming #190,Beauty & Personal Care,Men's Grooming,Garnier,8000,4.1,16,Tihar,True,Premium,414,342,48,45,0.13119533527696792,0,2,2
191,OnePlus Tablets #191,Electronics,Tablets,OnePlus,146344,3.9,20,Dashain,True,Luxury,327,333,7,8,0.023952095808383235,2,3,1
192,Wrangler Kurta #192,Fashion,Kurta,Wrangler,9853,4.4,1091,Tihar,True,Premium,411,352,48,39,0.11048158640226628,1,2,2
193,Dell Smartphones #193,Electronics,Smartphones,Dell,123179,4.3,120,Dashain,True,Luxury,294,285,16,3,0.01048951048951049,2,3,1
194,Vector X Cricket #194,Sports & Fitness,Cricket,Vector X,30000,3.9,34,Dashain,True,Luxury,645,625,37,23,0.036741214057507986,4,3,1
195,Garnier Haircare #195,Beauty & Personal Care,Haircare,Garnier,2534,4.4,147,Tihar,False,Mid,464,407,45,36,0.08823529411764706,0,1,2
196,Nepali Designs Shoes #196,Fashion,Shoes,Nepali Designs,4369,4.1,96,Tihar,True,Mid,375,305,54,33,0.10784313725490197,1,1,2
197,Asus Cameras #197,Electronics,Cameras,Asus,44878,4.9,39,Dashain,True,Luxury,309,285,15,16,0.055944055944055944,2,3,1
198,Anker Earbuds #198,Phone Accessories,Earbuds,Anker,605,4.4,138,Dashain,True,Budget,415,362,48,23,0.06336088154269973,3,0,1
199,Belkin Cables #199,Phone Accessories,Cables,Belkin,1983,3.9,82,Dashain,True,Mid,429,365,51,27,0.07377049180327869,3,1,1
200,Oppo Headphones #200,Electronics,Headphones,Oppo,71155,4.0,48,Dashain,True,Luxury,297,283,11,11,0.03873239436619718,2,3,1
201,Baseus Power Banks #201,Phone Accessories,Power Banks,Baseus,6000,4.7,125,Dashain,True,Premium,384,328,50,25,0.07598784194528875,3,2,1
202,Wrangler Saree #202,Fashion,Saree,Wrangler,11019,4.3,39,Tihar,True,Premium,362,296,45,33,0.1111111111111111,1,2,2
203,Oppo Tablets #203,Electronics,Tablets,Oppo,44568,4.6,256,Dashain,True,Luxury,305,286,14,17,0.059233449477351915,2,3,1
204,Garnier Men's Grooming #204,Beauty & Personal Care,Men's Grooming,Garnier,2006,4.0,23,Tihar,True,Mid,457,384,49,39,0.1012987012987013,0,1,2
205,Zara Shoes #205,Fashion,Shoes,Zara,3012,4.2,30,Tihar,True,Mid,443,375,60,33,0.08776595744680851,1,1,2
206,Wrangler Shoes #206,Fashion,Shoes,Wrangler,5795,3.6,12,Tihar,True,Premium,408,357,37,32,0.0893854748603352,1,2,2
207,Belkin Screen Protectors #207,Phone Accessories,Screen Protectors,Belkin,1334,3.5,3,Dashain,False,Mid,421,360,42,31,0.08587257617728532,3,1,1
208,Himalaya Haircare #208,Beauty & Personal Care,Haircare,Himalaya,2500,4.5,42,Tihar,True,Mid,484,416,48,43,0.10311750599520383,0,1,2
209,Wrangler Shoes #209,Fashion,Shoes,Wrangler,11071,4.2,9,Tihar,True,Premium,406,348,36,38,0.10888252148997135,1,2,2
210,Himalaya Sunscreen #210,Beauty & Personal Care,Sunscreen,Himalaya,7014,4.8,30,Tihar,False,Premium,462,414,41,36,0.08674698795180723,0,2,2
211,Cottonworld Jackets #211,Fashion,Jackets,Cottonworld,9663,4.9,44,Tihar,True,Premium,365,315,35,30,0.0949367088607595,1,2,2
212,Nepali Designs T-Shirts #212,Fashion,T-Shirts,Nepali Designs,6386,4.1,36,Tihar,True,Premium,352,302,41,23,0.07590759075907591,1,2,2
213,Anker Stands #213,Phone Accessories,Stands,Anker,1578,4.8,41,Dashain,True,Mid,392,338,40,32,0.0943952802359882,3,1,1
214,Asus Tablets #214,Electronics,Tablets,Asus,86768,4.7,114,Dashain,True,Luxury,303,290,14,11,0.037800687285223365,2,3,1
215,Oppo Tablets #215,Electronics,Tablets,Oppo,74600,4.0,46,Dashain,True,Luxury,314,313,5,7,0.022292993630573247,2,3,1
216,Samsung Smartphones #216,Electronics,Smartphones,Samsung,150000,3.8,44,Dashain,True,Luxury,297,285,14,8,0.027972027972027972,2,3,1
217,Zara Saree #217,Fashion,Saree,Zara,4690,4.8,151,Tihar,True,Mid,378,325,46,19,0.05828220858895705,1,1,2
218,Himalaya Haircare #218,Beauty & Personal Care,Haircare,Himalaya,7332,4.2,374,Tihar,True,Premium,481,408,49,42,0.10268948655256724,0,2,2
219,Generic Cables #219,Phone Accessories,Cables,Generic,3896,4.1,171,Dashain,False,Mid,420,370,42,27,0.07277628032345014,3,1,1
220,Xiaomi Speakers #220,Electronics,Speakers,Xiaomi,31070,3.9,21,Dashain,True,Luxury,287,258,27,12,0.04633204633204633,2,3,1
221,Dell Smart Watches #221,Electronics,Smart Watches,Dell,66329,4.3,94,Dashain,True,Luxury,317,304,11,12,0.03934426229508197,2,3,1
222,Vector X Yoga #222,Sports & Fitness,Yoga,Vector X,23372,3.6,13,Dashain,True,Luxury,619,596,42,29,0.048576214405360134,4,3,1
223,Levi's Saree #223,Fashion,Saree,Levi's,8147,4.5,71,Tihar,True,Premium,373,325,37,29,0.08895705521472393,1,2,2
224,Oppo Tablets #224,Electronics,Tablets,Oppo,88498,3.6,30,Dashain,True,Luxury,334,324,15,9,0.027692307692307693,2,3,1
225,Ugreen Cases #225,Phone Accessories,Cases,Ugreen,1843,3.3,24,Dashain,True,Mid,371,310,41,32,0.10289389067524116,3,1,1
226,Loreal Makeup #226,Beauty & Personal Care,Makeup,Loreal,3173,4.7,18,Tihar,True,Mid,487,421,56,34,0.08056872037914692,0,1,2
227,OnePlus Headphones #227,Electronics,Headphones,OnePlus,100302,3.5,80,Dashain,True,Luxury,327,324,9,7,0.021538461538461538,2,3,1
228,Baseus Earbuds #228,Phone Accessories,Earbuds,Baseus,2841,4.4,147,Dashain,True,Mid,383,340,41,26,0.07624633431085044,3,1,1
229,Asus Tablets #229,Electronics,Tablets,Asus,54278,3.9,84,Dashain,False,Luxury,273,270,5,6,0.02214022140221402,2,3,1
230,Asus Tablets #230,Electronics,Tablets,Asus,123792,3.8,55,Dashain,False,Luxury,290,285,11,6,0.02097902097902098,2,3,1
231,Dell Cameras #231,Electronics,Cameras,Dell,75419,4.5,16,Dashain,True,Luxury,287,280,10,8,0.028469750889679714,2,3,1
232,Vector X Cricket #232,Sports & Fitness,Cricket,Vector X,18382,4.2,11,Dashain,True,Premium,636,547,74,49,0.08941605839416059,4,2,1
233,Generic Stands #233,Phone Accessories,Stands,Generic,5243,4.4,197,Dashain,True,Premium,379,328,44,35,0.10638297872340426,3,2,1
234,Generic Power Banks #234,Phone Accessories,Power Banks,Generic,2659,4.4,26,Dashain,True,Mid,425,352,56,34,0.09631728045325778,3,1,1
235,HP Speakers #235,Electronics,Speakers,HP,90625,4.4,201,Dashain,True,Luxury,305,292,11,8,0.027303754266211604,2,3,1
236,Garnier Skincare #236,Beauty & Personal Care,Skincare,Garnier,2672,4.5,72,Tihar,True,Mid,432,381,36,35,0.09162303664921466,0,1,2
237,Nepali Designs Kurtis #237,Fashion,Kurtis,Nepali Designs,4321,4.5,16,Tihar,True,Mid,392,326,45,33,0.10091743119266056,1,1,2
238,Anker Chargers #238,Phone Accessories,Chargers,Anker,2229,3.3,70,Dashain,True,Mid,374,316,44,30,0.0946372239747634,3,1,1
239,Oppo Smart Watches #239,Electronics,Smart Watches,Oppo,103947,4.2,156,Dashain,True,Luxury,333,331,10,4,0.012048192771084338,2,3,1
240,Vivo Laptops #240,Electronics,Laptops,Vivo,150000,4.8,121,Dashain,True,Luxury,314,294,16,11,0.03728813559322034,2,3,1
241,Dell Cameras #241,Electronics,Cameras,Dell,108819,4.5,40,Dashain,True,Luxury,278,264,16,4,0.01509433962264151,2,3,1
242,Dell Headphones #242,Electronics,Headphones,Dell,93297,3.9,70,Dashain,True,Luxury,306,304,11,4,0.013114754098360656,2,3,1
243,Milton Air Purifiers #243,Home & Kitchen,Air Purifiers,Milton,18974,3.9,113,Dashain,True,Premium,602,511,66,55,0.107421875,5,2,1
244,Generic Cables #244,Phone Accessories,Cables,Generic,5300,4.1,10,Dashain,True,Premium,393,339,47,25,0.07352941176470588,3,2,1
245,Baseus Stands #245,Phone Accessories,Stands,Baseus,3639,4.0,15,Dashain,True,Mid,397,336,50,31,0.09198813056379822,3,1,1
246,Baseus Cases #246,Phone Accessories,Cases,Baseus,4519,3.6,7,Dashain,True,Mid,431,363,61,30,0.08241758241758242,3,1,1
247,Samsung Smartphones #247,Electronics,Smartphones,Samsung,39009,4.5,5,Dashain,True,Luxury,275,250,22,14,0.055776892430278883,2,3,1
248,Yonex Badminton #248,Sports & Fitness,Badminton,Yonex,30000,4.0,227,Dashain,True,Luxury,603,582,37,25,0.04288164665523156,4,3,1
249,Asus Smartphones #249,Electronics,Smartphones,Asus,92092,4.6,62,Dashain,True,Luxury,319,314,13,4,0.012698412698412698,2,3,1
250,Oppo Tablets #250,Electronics,Tablets,Oppo,52951,4.1,394,Dashain,True,Luxury,301,296,13,3,0.010101010101010102,2,3,1
251,Baseus Earbuds #251,Phone Accessories,Earbuds,Baseus,1172,4.2,14,Dashain,True,Mid,390,335,55,28,0.08333333333333333,3,1,1
252,Yonex Outdoor Gear #252,Sports & Fitness,Outdoor Gear,Yonex,30000,4.4,1239,Dashain,True,Luxury,607,568,50,27,0.04745166959578207,4,3,1
253,Generic Badminton #253,Sports & Fitness,Badminton,Generic,11122,3.9,33,Dashain,True,Premium,583,516,70,41,0.07930367504835589,4,2,1
254,Zara T-Shirts #254,Fashion,T-Shirts,Zara,10592,4.4,108,Tihar,True,Premium,391,334,44,30,0.08955223880597014,1,2,2
255,Dell Headphones #255,Electronics,Headphones,Dell,85931,4.7,1096,Dashain,True,Luxury,325,318,8,6,0.018808777429467086,2,3,1
256,Garnier Haircare #256,Beauty & Personal Care,Haircare,Garnier,6673,4.4,28,Tihar,True,Premium,458,386,58,30,0.07751937984496124,0,2,2
257,Biotique Perfume #257,Beauty & Personal Care,Perfume,Biotique,6862,4.2,64,Tihar,True,Premium,479,425,46,24,0.056338028169014086,0,2,2
258,Apple Cameras #258,Electronics,Cameras,Apple,79546,4.4,148,Dashain,True,Luxury,312,306,10,6,0.019543973941368076,2,3,1
259,Yonex Yoga #259,Sports & Fitness,Yoga,Yonex,7975,4.7,32,Dashain,True,Premium,603,531,55,48,0.09022556390977443,4,2,1
260,Ugreen Cases #260,Phone Accessories,Cases,Ugreen,2052,4.8,60,Dashain,False,Mid,399,338,46,33,0.09734513274336283,3,1,1
261,Belkin Stands #261,Phone Accessories,Stands,Belkin,2830,4.3,154,Dashain,True,Mid,407,341,46,30,0.08771929824561403,3,1,1
262,Belkin Power Banks #262,Phone Accessories,Power Banks,Belkin,940,4.7,254,Dashain,False,Budget,391,340,38,32,0.093841642228739,3,0,1
263,HP Smartphones #263,Electronics,Smartphones,HP,150000,4.2,2,Dashain,True,Luxury,320,305,12,11,0.03594771241830065,2,3,1
264,Generic Yoga #264,Sports & Fitness,Yoga,Generic,22468,4.4,10,Dashain,True,Luxury,594,556,44,27,0.04847396768402154,4,3,1
265,Milton Bedding #265,Home & Kitchen,Bedding,Milton,7517,4.5,13,Dashain,True,Premium,594,502,77,49,0.09741550695825049,5,2,1
266,Allen Solly Jackets #266,Fashion,Jackets,Allen Solly,7413,3.4,43,Tihar,True,Premium,376,328,39,29,0.08814589665653495,1,2,2
267,Zara Ethnic Wear #267,Fashion,Ethnic Wear,Zara,4886,4.7,21,Tihar,True,Mid,376,312,40,41,0.13099041533546327,1,1,2
268,Samsung Laptops #268,Electronics,Laptops,Samsung,150000,4.9,59,Dashain,True,Luxury,318,302,16,8,0.026402640264026403,2,3,1
269,Wrangler Ethnic Wear #269,Fashion,Ethnic Wear,Wrangler,11012,4.3,12,Tihar,True,Premium,390,326,48,36,0.11009174311926606,1,2,2
270,Loreal Skincare #270,Beauty & Personal Care,Skincare,Loreal,6475,4.2,187,Tihar,True,Premium,448,401,47,38,0.0945273631840796,0,2,2
271,Ugreen Screen Protectors #271,Phone Accessories,Screen Protectors,Ugreen,2955,4.8,328,Dashain,True,Mid,404,345,49,26,0.07514450867052024,3,1,1
272,Mamaearth Men's Grooming #272,Beauty & Personal Care,Men's Grooming,Mamaearth,2799,3.4,34,Tihar,True,Mid,414,353,47,32,0.0903954802259887,0,1,2
273,Biotique Sunscreen #273,Beauty & Personal Care,Sunscreen,Biotique,2751,4.4,107,Tihar,True,Mid,448,382,53,34,0.08877284595300261,0,1,2
274,Vector X Cricket #274,Sports & Fitness,Cricket,Vector X,17479,4.9,1,Dashain,True,Premium,635,542,85,47,0.0865561694290976,4,2,1
275,Local Storage #275,Home & Kitchen,Storage,Local,16436,3.2,16,Dashain,True,Premium,593,529,69,38,0.07169811320754717,5,2,1
276,Anker Power Banks #276,Phone Accessories,Power Banks,Anker,1171,2.6,28,Dashain,True,Mid,363,320,33,26,0.08099688473520249,3,1,1
277,Yonex Badminton #277,Sports & Fitness,Badminton,Yonex,15679,4.3,191,Dashain,True,Premium,608,537,74,44,0.08178438661710037,4,2,1
278,Biotique Haircare #278,Beauty & Personal Care,Haircare,Biotique,5469,2.6,123,Tihar,False,Premium,452,377,57,41,0.10846560846560846,0,2,2
279,Belkin Cables #279,Phone Accessories,Cables,Belkin,3660,3.6,37,Dashain,True,Mid,379,321,39,29,0.09006211180124224,3,1,1
280,Mamaearth Skincare #280,Beauty & Personal Care,Skincare,Mamaearth,5395,4.4,5,Tihar,True,Premium,486,403,71,31,0.07673267326732673,0,2,2
281,Belkin Earbuds #281,Phone Accessories,Earbuds,Belkin,3701,4.0,54,Dashain,True,Mid,425,366,43,29,0.07901907356948229,3,1,1
282,Tefal Storage #282,Home & Kitchen,Storage,Tefal,5633,4.6,57,Dashain,True,Premium,594,534,61,47,0.08785046728971962,5,2,1
283,Xiaomi Tablets #283,Electronics,Tablets,Xiaomi,38427,3.6,96,Dashain,True,Luxury,307,286,18,10,0.03484320557491289,2,3,1
284,HP Cameras #284,Electronics,Cameras,HP,44596,3.9,553,Dashain,True,Luxury,321,292,21,18,0.06143344709897611,2,3,1
285,Pigeon Cleaning #285,Home & Kitchen,Cleaning,Pigeon,12572,3.5,66,Dashain,True,Premium,626,558,64,44,0.07871198568872988,5,2,1
286,Anker Power Banks #286,Phone Accessories,Power Banks,Anker,1224,4.3,154,Dashain,False,Mid,383,345,33,29,0.0838150289017341,3,1,1
287,Anker Cases #287,Phone Accessories,Cases,Anker,2664,4.7,112,Dashain,True,Mid,418,355,47,33,0.09269662921348315,3,1,1
288,Apple Smart Watches #288,Electronics,Smart Watches,Apple,150000,4.6,82,Dashain,True,Luxury,306,310,7,6,0.01929260450160772,2,3,1
289,Local Air Purifiers #289,Home & Kitchen,Air Purifiers,Local,9793,3.7,16,Dashain,True,Premium,646,557,90,40,0.07168458781362007,5,2,1
290,Vector X Football #290,Sports & Fitness,Football,Vector X,6845,4.7,115,Dashain,True,Premium,555,472,70,49,0.10359408033826638,4,2,1
291,Pigeon Cleaning #291,Home & Kitchen,Cleaning,Pigeon,25000,4.3,20,Dashain,True,Luxury,632,616,48,17,0.027552674230145867,5,3,1
292,Realme Headphones #292,Electronics,Headphones,Realme,106655,4.1,34,Dashain,False,Luxury,314,300,13,7,0.023255813953488372,2,3,1
293,Apple Smartphones #293,Electronics,Smartphones,Apple,39701,4.6,79,Dashain,True,Luxury,294,280,17,10,0.03558718861209965,2,3,1
294,Tefal Cookware #294,Home & Kitchen,Cookware,Tefal,8444,4.5,25,Dashain,True,Premium,582,517,65,35,0.06756756756756757,5,2,1
295,Generic Cases #295,Phone Accessories,Cases,Generic,2099,3.5,98,Dashain,True,Mid,403,343,41,33,0.09593023255813954,3,1,1
296,Loreal Haircare #296,Beauty & Personal Care,Haircare,Loreal,2450,3.6,156,Tihar,True,Mid,462,391,64,34,0.08673469387755102,0,1,2
297,Cottonworld Jeans #297,Fashion,Jeans,Cottonworld,11708,3.9,143,Tihar,True,Premium,393,344,42,32,0.0927536231884058,1,2,2
298,Wrangler Ethnic Wear #298,Fashion,Ethnic Wear,Wrangler,15000,4.6,74,Tihar,True,Premium,360,309,39,25,0.08064516129032258,1,2,2
299,Dove Sunscreen #299,Beauty & Personal Care,Sunscreen,Dove,3589,4.2,35,Tihar,True,Mid,478,391,67,43,0.1096938775510204,0,1,2
300,Asus Laptops #300,Electronics,Laptops,Asus,54753,4.4,12,Dashain,True,Luxury,296,291,8,8,0.0273972602739726,2,3,1
301,Vector X Outdoor Gear #301,Sports & Fitness,Outdoor Gear,Vector X,30000,4.1,13,Dashain,True,Luxury,601,572,38,25,0.04363001745200698,4,3,1
302,Levi's Kurta #302,Fashion,Kurta,Levi's,12116,3.9,225,Tihar,True,Premium,394,330,46,37,0.11178247734138973,1,2,2
303,Allen Solly Saree #303,Fashion,Saree,Allen Solly,8124,3.7,103,Tihar,True,Premium,386,349,35,27,0.07714285714285714,1,2,2
304,Cottonworld Saree #304,Fashion,Saree,Cottonworld,8443,4.5,2,Tihar,True,Premium,431,363,52,28,0.07692307692307693,1,2,2
305,Dove Haircare #305,Beauty & Personal Care,Haircare,Dove,4249,4.9,12,Tihar,True,Mid,470,391,56,42,0.10714285714285714,0,1,2
306,Mamaearth Perfume #306,Beauty & Personal Care,Perfume,Mamaearth,1706,4.9,18,Tihar,False,Mid,436,398,36,25,0.06265664160401002,0,1,2
307,Dove Makeup #307,Beauty & Personal Care,Makeup,Dove,5400,3.9,82,Tihar,True,Premium,461,406,43,33,0.08108108108108109,0,2,2
308,Ugreen Cases #308,Phone Accessories,Cases,Ugreen,2050,2.4,142,Dashain,True,Mid,399,345,42,25,0.07225433526011561,3,1,1
309,Anker Cases #309,Phone Accessories,Cases,Anker,1824,4.3,69,Dashain,True,Mid,418,347,56,33,0.09482758620689655,3,1,1
310,Prestige Air Purifiers #310,Home & Kitchen,Air Purifiers,Prestige,25000,4.2,14,Dashain,True,Luxury,604,543,62,26,0.04779411764705882,5,3,1
311,Oppo Tablets #311,Electronics,Tablets,Oppo,25140,4.6,48,Dashain,True,Luxury,312,292,23,12,0.040955631399317405,2,3,1
312,Baseus Stands #312,Phone Accessories,Stands,Baseus,2028,4.4,66,Dashain,True,Mid,366,306,52,24,0.0781758957654723,3,1,1
313,Belkin Cases #313,Phone Accessories,Cases,Belkin,1090,4.1,192,Dashain,True,Mid,393,333,42,31,0.09281437125748503,3,1,1
314,Baseus Earbuds #314,Phone Accessories,Earbuds,Baseus,1809,3.8,638,Dashain,True,Mid,385,332,47,26,0.07807807807807808,3,1,1
315,Xiaomi Smartphones #315,Electronics,Smartphones,Xiaomi,57521,4.5,332,Dashain,True,Luxury,322,322,9,6,0.018575851393188854,2,3,1
316,Ugreen Chargers #316,Phone Accessories,Chargers,Ugreen,1142,4.0,1,Dashain,True,Mid,355,291,53,24,0.0821917808219178,3,1,1
317,Loreal Haircare #317,Beauty & Personal Care,Haircare,Loreal,4979,4.5,1750,Tihar,True,Mid,412,355,45,37,0.10393258426966293,0,1,2
318,Asus Smartphones #318,Electronics,Smartphones,Asus,65131,4.9,93,Dashain,True,Luxury,301,299,13,4,0.013333333333333334,2,3,1
319,HP Speakers #319,Electronics,Speakers,HP,73588,4.4,10,Dashain,True,Luxury,304,296,10,7,0.02356902356902357,2,3,1
320,Himalaya Haircare #320,Beauty & Personal Care,Haircare,Himalaya,1665,3.6,18,Tihar,True,Mid,426,370,43,32,0.0862533692722372,0,1,2
321,Asus Smartphones #321,Electronics,Smartphones,Asus,150000,4.3,44,Dashain,True,Luxury,313,308,12,5,0.016181229773462782,2,3,1
322,Baseus Stands #322,Phone Accessories,Stands,Baseus,4866,4.0,34,Dashain,True,Mid,365,306,48,29,0.09446254071661238,3,1,1
323,Prestige Decor #323,Home & Kitchen,Decor,Prestige,25000,4.4,151,Dashain,True,Luxury,610,578,43,25,0.04317789291882556,5,3,1
324,Zara Kurtis #324,Fashion,Kurtis,Zara,11367,3.9,66,Tihar,True,Premium,375,328,42,24,0.0729483282674772,1,2,2
325,Anker Cases #325,Phone Accessories,Cases,Anker,2199,4.4,60,Dashain,True,Mid,420,353,53,36,0.1016949152542373,3,1,1
326,Nepali Designs Ethnic Wear #326,Fashion,Ethnic Wear,Nepali Designs,4943,4.9,144,Tihar,False,Mid,383,323,46,28,0.08641975308641975,1,1,2
327,Belkin Chargers #327,Phone Accessories,Chargers,Belkin,1379,4.2,49,Dashain,True,Mid,407,357,44,28,0.0782122905027933,3,1,1
328,Pigeon Storage #328,Home & Kitchen,Storage,Pigeon,17477,4.6,36,Dashain,True,Premium,617,552,65,46,0.08318264014466546,5,2,1
329,Baseus Chargers #329,Phone Accessories,Chargers,Baseus,3325,4.1,99,Dashain,True,Mid,401,342,42,35,0.10204081632653061,3,1,1
330,Zara Kurta #330,Fashion,Kurta,Zara,6708,2.5,255,Tihar,True,Premium,390,322,48,35,0.10835913312693499,1,2,2
331,Wrangler T-Shirts #331,Fashion,T-Shirts,Wrangler,14232,4.9,30,Tihar,True,Premium,390,323,46,32,0.09876543209876543,1,2,2
332,Nivea Makeup #332,Beauty & Personal Care,Makeup,Nivea,2665,4.7,244,Tihar,True,Mid,441,386,49,25,0.06459948320413436,0,1,2
333,Generic Power Banks #333,Phone Accessories,Power Banks,Generic,6000,3.8,54,Dashain,True,Premium,422,352,43,40,0.11331444759206799,3,2,1
334,Generic Earbuds #334,Phone Accessories,Earbuds,Generic,4186,4.6,36,Dashain,True,Mid,416,346,44,36,0.1037463976945245,3,1,1
335,Cosco Gym Equipment #335,Sports & Fitness,Gym Equipment,Cosco,24275,4.3,147,Dashain,True,Luxury,602,575,30,34,0.059027777777777776,4,3,1
336,Ugreen Earbuds #336,Phone Accessories,Earbuds,Ugreen,2333,4.9,108,Dashain,True,Mid,382,325,51,26,0.07975460122699386,3,1,1
337,Levi's Jeans #337,Fashion,Jeans,Levi's,12293,2.5,59,Tihar,True,Premium,398,327,61,26,0.07926829268292683,1,2,2
338,Prestige Cleaning #338,Home & Kitchen,Cleaning,Prestige,11653,4.7,223,Dashain,True,Premium,605,516,70,56,0.10831721470019343,5,2,1
339,Samsung Smart Watches #339,Electronics,Smart Watches,Samsung,150000,4.4,15,Dashain,True,Luxury,301,301,10,4,0.013245033112582781,2,3,1
340,Biotique Men's Grooming #340,Beauty & Personal Care,Men's Grooming,Biotique,2351,4.2,12,Tihar,False,Mid,512,451,56,33,0.07300884955752213,0,1,2
341,Garnier Haircare #341,Beauty & Personal Care,Haircare,Garnier,3901,3.4,61,Tihar,True,Mid,447,387,55,27,0.06958762886597938,0,1,2
342,HP Speakers #342,Electronics,Speakers,HP,150000,4.1,38,Dashain,True,Luxury,310,298,10,11,0.03678929765886288,2,3,1
343,Realme Smartphones #343,Electronics,Smartphones,Realme,109399,3.8,148,Dashain,False,Luxury,329,329,10,4,0.012121212121212121,2,3,1
344,Allen Solly T-Shirts #344,Fashion,T-Shirts,Allen Solly,6866,4.4,101,Tihar,True,Premium,390,329,52,28,0.08484848484848485,1,2,2
345,Anker Screen Protectors #345,Phone Accessories,Screen Protectors,Anker,3638,2.5,161,Dashain,True,Mid,416,367,42,24,0.06521739130434782,3,1,1
346,Anker Cases #346,Phone Accessories,Cases,Anker,3289,4.3,202,Dashain,True,Mid,388,331,47,28,0.08433734939759036,3,1,1
347,Nivea Makeup #347,Beauty & Personal Care,Makeup,Nivea,8000,4.6,49,Tihar,False,Premium,444,367,55,39,0.10597826086956522,0,2,2
348,Realme Cameras #348,Electronics,Cameras,Realme,150000,4.1,21,Dashain,True,Luxury,313,311,5,10,0.03205128205128205,2,3,1
349,Allen Solly Jeans #349,Fashion,Jeans,Allen Solly,7022,3.5,50,Tihar,True,Premium,409,348,44,37,0.10601719197707736,1,2,2
350,Nepali Designs Jackets #350,Fashion,Jackets,Nepali Designs,6472,4.4,121,Tihar,True,Premium,376,311,53,36,0.11538461538461539,1,2,2
351,Asus Tablets #351,Electronics,Tablets,Asus,144225,4.3,51,Dashain,True,Luxury,313,308,8,7,0.022653721682847898,2,3,1
352,Biotique Perfume #352,Beauty & Personal Care,Perfume,Biotique,2772,4.4,25,Tihar,True,Mid,490,420,55,37,0.08788598574821853,0,1,2
353,Levi's Ethnic Wear #353,Fashion,Ethnic Wear,Levi's,4791,4.5,300,Tihar,True,Mid,445,367,50,44,0.11956521739130435,1,1,2
354,Xiaomi Headphones #354,Electronics,Headphones,Xiaomi,23775,4.9,116,Dashain,False,Luxury,318,296,22,10,0.03367003367003367,2,3,1
355,OnePlus Laptops #355,Electronics,Laptops,OnePlus,73396,4.1,29,Dashain,True,Luxury,302,299,6,7,0.023333333333333334,2,3,1
356,Apple Cameras #356,Electronics,Cameras,Apple,75530,4.8,9,Dashain,True,Luxury,311,302,13,3,0.009900990099009901,2,3,1
357,Generic Badminton #357,Sports & Fitness,Badminton,Generic,9906,4.3,28,Dashain,True,Premium,650,564,70,62,0.10973451327433628,4,2,1
358,Cosco Cricket #358,Sports & Fitness,Cricket,Cosco,27917,4.7,27,Dashain,True,Luxury,601,569,51,21,0.03684210526315789,4,3,1
359,Realme Speakers #359,Electronics,Speakers,Realme,61354,4.8,82,Dashain,True,Luxury,333,329,5,9,0.02727272727272727,2,3,1
360,Nepali Designs Kurtis #360,Fashion,Kurtis,Nepali Designs,6592,3.3,26,Tihar,True,Premium,397,350,48,16,0.045584045584045586,1,2,2
361,Dell Cameras #361,Electronics,Cameras,Dell,59896,4.5,320,Dashain,True,Luxury,291,281,10,10,0.03546099290780142,2,3,1
362,OnePlus Smart Watches #362,Electronics,Smart Watches,OnePlus,130741,4.1,88,Dashain,True,Luxury,325,320,14,5,0.01557632398753894,2,3,1
363,Ugreen Stands #363,Phone Accessories,Stands,Ugreen,6000,3.7,2356,Dashain,True,Premium,380,324,41,30,0.09230769230769231,3,2,1
364,Apple Smart Watches #364,Electronics,Smart Watches,Apple,61876,4.3,133,Dashain,True,Luxury,310,297,12,12,0.040268456375838924,2,3,1
365,Dell Smart Watches #365,Electronics,Smart Watches,Dell,82093,4.2,17,Dashain,True,Luxury,287,269,12,7,0.025925925925925925,2,3,1
366,Realme Cameras #366,Electronics,Cameras,Realme,150000,4.8,355,Dashain,True,Luxury,315,306,12,10,0.03257328990228013,2,3,1
367,Ugreen Earbuds #367,Phone Accessories,Earbuds,Ugreen,3901,3.9,40,Dashain,True,Mid,413,349,54,28,0.08,3,1,1
368,Apple Headphones #368,Electronics,Headphones,Apple,150000,3.2,57,Dashain,True,Luxury,308,300,16,4,0.013289036544850499,2,3,1
369,Garnier Perfume #369,Beauty & Personal Care,Perfume,Garnier,8000,4.5,23,Tihar,True,Premium,424,359,52,30,0.08333333333333333,0,2,2
370,Vivo Smartphones #370,Electronics,Smartphones,Vivo,35695,3.4,521,Dashain,True,Luxury,293,267,21,11,0.041044776119402986,2,3,1
